the_geom,OBJECTID,X,Y,PLACEID,YEARPLACEID,CITY,STATE,CITYSTATE,YEAR,ASOFDATE,DOCKID,STATIONCT_BIN,DOCKNM,DOCKLESSCT,DOCKLESS_BIN,DOCKLESSNM,SCOOTERCT,SCOOTER_BIN,SCOOTERNM,TYPE,LAT,LON,GEOID,NOTESDOCK,NOTESDOCKLESS,NOTESSCOOTER,DATEDOCKEDLAUNCH,DATEDOCKEDEND,DATESCOOTERLAUNCH,DATESCOOTEREND,DATEDOCKLESSLAUNCH,DATEDOCKLESSEND,DOCKCT,DOCKCT_JUL,STATIONCT_PCT,DOCKNM_JUL,DOCKNM_CAMPUSONLY,DOCKLESSCT_JUL,DOCKLESSNM_JUL,DOCKLESSNM_CAMPUSONLY,SCOOTERCT_JUL,SCOOTERNM_JUL,SCOOTERNM_CAMPUSONLY
POINT (-118.242760000079 34.053600000119),161,-118.24276,34.0536,CA0019,2017CA0019,Los Angeles,CA,"Los Angeles, CA",2017,201712,73,4,Metro Bike Share Los Angeles,2,2,"LimeBike, Ofo",0,0,,All bikes,34.0536,-118.24276,06037,,,,Jul-16 (Metro Bike Share Los Angeles),,,,"Nov-17 (LimeBike), Nov-17 (Ofo)","Feb-19 (LimeBike), Jul-18 (Ofo)",119,119,1.94063927,Metro Bike Share Los Angeles,,2,"LimeBike, Ofo",,0,,
POINT (-82.324980000302 29.651899999706),1311,-82.32498,29.6519,FL0051,2021FL0051,Gainesville,FL,"Gainesville, FL",2021,202112,,0,,0,0,,3,3,"Bird, Spin, Veo",E-scooters only,29.6519,-82.32498,12001,,,"pilot program (Bird), pilot program (Spin), pilot program (Veo)",,,"Jun-21 (Bird), Jun-21 (Spin), Jun-21 (Veo)",Jan-22 (Bird),,,0,0,,,,0,,,3,"Bird, Spin, Veo",
POINT (-71.236479999953 42.28059999997),1003,-71.23648,42.2806,MA00107,2020MA00107,Needham,MA,"Needham, MA",2020,202012,,0,,1,1,LimeBike,0,0,,Dockless only,42.2806,-71.23648,25021,,,,,,,,Jun-18 (LimeBike),Jan-20 (LimeBike),0,0,,,,0,,,0,,
POINT (-111.973840000292 41.223000000096),1225,-111.97384,41.223,UT00209,2019UT00209,Ogden,UT,"Ogden, UT",2019,201912,,0,,0,0,,2,2,"Lime, LINK",E-scooters only,41.223,-111.97384,49057,,,,,,"Apr-19 (Lime), Apr-19 (LINK)",Jul-19 (LINK),,,0,0,,,,0,,,2,"Lime, LINK",
POINT (-85.759399999671 38.254199999887),308,-85.7594,38.2542,KY0093,2018KY0093,Louisville,KY,"Louisville, KY",2018,201812,102,4,Lou Velo,0,0,,2,2,"Bird, Lime",Docked and e-scooters,38.2542,-85.7594,21111,,,,May-17 (Lou Velo),,"Jul-18 (Bird), Nov-18 (Lime)",,,,37,37,0.52541892,Lou Velo,,0,,,2,"Bird, Lime",
POINT (-84.514739999767 33.883799999916),189,-84.51474,33.8838,GA0070,2017GA0070,Smyrna,GA,"Smyrna, GA",2017,201712,70,4,Smyrna Bike Share,0,0,,0,0,,Docked only,33.8838,-84.51474,13067,,,,Sep-15 (Smyrna Bike Share),May-20 (Smyrna Bike Share),,,,,5,5,0.08153947,Smyrna Bike Share,,0,,,0,,
POINT (-78.639089999583 35.780300000141),1187,-78.63909,35.7803,NC00142,2018NC00142,Raleigh,NC,"Raleigh, NC",2018,201812,,0,,0,0,,2,2,"Bird, Lime",E-scooters only,35.7803,-78.63909,37183,,,,,,"Jul-18 (Bird), Sep-18 (Lime)","Mar-19 (Bird), Mar-19 (Lime)",,,0,0,,,,0,,,2,"Bird, Lime",
POINT (-81.518479999626 41.08300000031),1282,-81.51848,41.083,OH00162,2020OH00162,Akron,OH,"Akron, OH",2020,202012,,0,,0,0,,0,0,,E-scooter only (campus),41.083,-81.51848,39153,,,University of Akron campus (Spin),,,Sep-20 (Spin),,,,0,0,,,,0,,,0,,Spin
POINT (-80.329789999725 27.39879999987),1308,-80.32979,27.3988,FL00248,2021FL00248,Fort Pierce/Port St Lucie,FL,"Fort Pierce/Port St Lucie, FL",2021,202112,,0,,0,0,,1,1,Spin,E-scooters only,27.3988,-80.32979,12111,,,relaunched; Fort Pierce (Spin),,,Sep-19 (Spin),Dec-22 (Spin),,,0,0,,,,0,,,1,Spin,
POINT (-83.731220000004 42.268100000152),1325,-83.73122,42.2681,MI00125,2021MI00125,Ann Arbor,MI,"Ann Arbor, MI",2021,202112,,0,,0,0,,1,1,Spin,E-scooters only,42.2681,-83.73122,26161,,,,,,May-19 (Spin),,,,0,0,,,,0,,,1,Spin,
POINT (-97.394527999899 27.794100000259),253,-97.394528,27.7941,TX00195,2017TX00195,Corpus Christi,TX,"Corpus Christi, TX",2017,201712,92,4,Corpus Christi,0,0,,0,0,,Docked only,27.7941,-97.394528,48355,,,,Aug-17 (Corpus Christi),Jun-20 (Corpus Christi),,,,,8,8,0.13046314,Corpus Christi,,0,,,0,,
POINT (-77.306370000212 38.846200000174),1626,-77.30637,38.8462,VA00255,2023VA00255,Fairfax,VA,"Fairfax, VA",2023,202312,,0,,0,0,,2,2,"Bird, Lime",E-scooters only,38.8462,-77.30637,51600,,,,,,"Jul-19 (Bird), Jul-19 (Lime)",,,,0,0,,,,0,,,2,"Bird, Lime",
POINT (-89.589099999751 40.693800000182),764,-89.5891,40.6938,IL0080,2020IL0080,Peoria,IL,"Peoria, IL",2020,202012,107,4,Peoria,0,0,,0,0,,Docked only,40.6938,-89.5891,17143,Dock count is from previous year,,,May-17 (Peoria),Jun-20 (Peoria),,,,,6,0,0.09432479,,,0,,,0,,
POINT (-118.369280000302 34.092299999961),168,-118.36928,34.0923,CA0037,2017CA0037,West Hollywood,CA,"West Hollywood, CA",2017,201712,80,4,WeHo Pedals,0,0,,0,0,,Docked only,34.0923,-118.36928,06037,,,,Aug-16 (WeHo Pedals),Aug-19 (WeHo Pedals),,,,,23,23,0.37508154,WeHo Pedals,,0,,,0,,
POINT (-121.781600000089 42.224799999725),1495,-121.7816,42.2248,OR001771,2022OR001771,Klamath Falls,OR,"Klamath Falls, OR",2022,202212,,0,,0,0,,1,1,Bird,E-scooters only,42.2248,-121.7816,41035,,,,,,May-22 (Bird),,,,0,0,,,,0,,,1,Bird,
POINT (-97.394527999899 27.794100000259),361,-97.394528,27.7941,TX00195,2018TX00195,Corpus Christi,TX,"Corpus Christi, TX",2018,201812,92,4,Corpus Christi,0,0,,3,3,"Bird, Blue Duck, Lime",Docked and e-scooters,27.7941,-97.394528,48355,,,,Aug-17 (Corpus Christi),Jun-20 (Corpus Christi),"Nov-18 (Bird), Nov-18 (Blue Duck), Dec-18 (Lime)","Jan-19 (Bird), Dec-21 (Blue Duck)",,,8,8,0.11360409,Corpus Christi,,0,,,3,"Bird, Blue Duck, Lime",
POINT (-111.83147000033 33.415099999667),795,-111.83147,33.4151,AZ005,2017AZ005,Mesa,AZ,"Mesa, AZ",2017,201712,,0,,1,1,LimeBike,0,0,,Dockless only,33.4151,-111.83147,04013,,,,,,,,Nov-17 (LimeBike),Jan-20 (LimeBike),0,0,,,,1,LimeBike,,0,,
POINT (-80.289490000434 25.822000000242),921,-80.28949,25.822,FL0058,2019FL0058,Miami Springs,FL,"Miami Springs, FL",2019,201912,,0,,1,1,LimeBike,0,0,,Dockless only,25.822,-80.28949,12086,,,,,,,,Sep-18 (LimeBike),Jan-19 (LimeBike),0,0,,,,0,,,0,,
POINT (-84.587100000182 44.538999999863),1613,-84.5871,44.539,PR00257,2023PR00257,San German,PR,"San German, PR",2023,202312,,0,,0,0,,1,1,Skootel,E-scooters only,44.539,-84.5871,26039,,,,,,Sep-19 (Skootel),,,,0,0,,,,0,,,1,Skootel,
POINT (-96.692499999743 33.013600000074),1194,-96.6925,33.0136,TX00204,2018TX00204,Plano,TX,"Plano, TX",2018,201812,,0,,0,0,,2,2,"Lime, Razor",E-scooters only,33.0136,-96.6925,48085,,,,,,"Nov-18 (Lime), Nov-18 (Razor)","Mar-20 (Lime), May-21 (Razor)",,,0,0,,,,0,,,2,"Lime, Razor",
POINT (-79.990079999881 40.441600000216),717,-79.99008,40.4416,PA00182,2023PA00182,Pittsburgh,PA,"Pittsburgh, PA",2023,202312,29,4,Healthy Ride (became POGOH in 2022),0,0,,0,0,,Docked only,40.4416,-79.99008,42003,,,,May-01 (Healthy Ride (became POGOH in 2022)),,,,,,42,42,0.47748977,Healthy Ride (became POGOH in 2022),,0,,,0,,
POINT (-116.200879999728 43.616600000114),22,-116.20088,43.6166,ID0075,2015ID0075,Boise,ID,"Boise, ID",2015,201512,36,4,Boise Green Bike,0,0,,0,0,,Docked only,43.6166,-116.20088,16001,,,,Apr-15 (Boise Green Bike),Aug-20 (Boise Green Bike),,,,,31,31,0.91933571,Boise Green Bike,,0,,,0,,
POINT (-85.30947999965 35.045700000139),596,-85.30948,35.0457,TN00189,2021TN00189,Chattanooga,TN,"Chattanooga, TN",2021,202112,54,4,Bike Chattanooga,0,0,,0,0,,Docked only,35.0457,-85.30948,47065,,,,Jul-12 (Bike Chattanooga),,,,,,42,42,0.56360709,Bike Chattanooga,,0,,,0,,
POINT (-103.227440000061 44.086900000317),140,-103.22744,44.0869,SD00188,2016SD00188,Rapid City,SD,"Rapid City, SD",2016,201612,30,2,Rapid City B-cycle,0,0,,0,0,,Docked only,44.0869,-103.22744,46103,,,,Jul-14 (Rapid City B-cycle),Nov-19 (Rapid City B-cycle),,,,,2,2,0.04096682,Rapid City B-cycle,,0,,,0,,
POINT (-92.103999999787 46.720699999718),787,-92.104,46.7207,WI00230,2020WI00230,Superior,WI,"Superior, WI",2020,202012,131,3,Superior,0,0,,0,0,,Docked only,46.7207,-92.104,55031,Dock count is from previous year,,,Sep-18 (Superior),Jun-20 (Superior),,,,,4,0,0.06288319,,,0,,,0,,
POINT (-79.940270000208 32.787600000222),1164,-79.94027,32.7876,SC00184,2023SC00184,Charleston,SC,"Charleston, SC",2023,202312,,0,,1,1,Lime,0,0,,Dockless only,32.7876,-79.94027,45019,,,,,,,,May-22 (Lime),,0,0,,,,1,Lime,,0,,
POINT (-88.043050000119 30.694299999792),1395,-88.04305,30.6943,AL00250,2022AL00250,Mobile,AL,"Mobile, AL",2022,202212,,0,,0,0,,1,1,Gotcha,E-scooters only,30.6943,-88.04305,01097,,,,,,Dec-19 (Gotcha),Jul-22 (Gotcha),,,0,0,,,,0,,,1,Gotcha,
POINT (-118.242760000079 34.053600000119),550,-118.24276,34.0536,CA0019,2021CA0019,Los Angeles,CA,"Los Angeles, CA",2021,202112,73,4,Metro Bike Share Los Angeles,1,1,Lyft (selected areas of LA),5,4,"Bird, Lime, LINK, Lyft, Spin",All micro,34.0536,-118.24276,06037,,,,Jul-16 (Metro Bike Share Los Angeles),,"Mar-19 (Bird), Nov-18 (Lime), Aug-21 (LINK), Mar-19 (Lyft), Mar-19 (Spin)","Nov-22 (Lyft), Dec-22 (Spin)",Jun-21 (Lyft (selected areas of LA)),Nov-22 (Lyft (selected areas of LA)),218,218,2.92538916,Metro Bike Share Los Angeles,,1,Lyft (selected areas of LA),,5,"Bird, Lime, LINK, Lyft, Spin",
POINT (-92.28958999982 34.746399999637),1290,-92.28959,34.7464,AR003,2021AR003,Little Rock,AR,"Little Rock, AR",2021,202112,,0,,0,0,,2,2,"Bird, Lime",E-scooters only,34.7464,-92.28959,05119,,,,,,"Mar-21 (Bird), Jan-19 (Lime)",,,,0,0,,,,0,,,2,"Bird, Lime",
POINT (-83.000700000132 39.961999999763),651,-83.0007,39.962,OH00166,2022OH00166,Columbus,OH,"Columbus, OH",2022,202212,58,4,COGO,0,0,,4,4,"Bird, Lime, LINK, Spin",Docked and e-scooters,39.962,-83.0007,39049,Acquired by Lyft 01/2020 (COGO),,,Jul-13 (COGO),,"Jul-18 (Bird), Aug-18 (Lime), Jul-20 (LINK), Jun-19 (Spin)",,,,97,97,1.14359821,COGO,,0,,,4,"Bird, Lime, LINK, Spin",
POINT (-124.156029999871 40.597400000169),1299,-124.15603,40.5974,CA00332,2021CA00332,Fortuna,CA,"Fortuna, CA",2021,202112,,0,,0,0,,1,1,Bird,E-scooters only,40.5974,-124.15603,06023,,,,,,Oct-21 (Bird),Feb-23 (Bird),,,0,0,,,,0,,,1,Bird,
POINT (-119.856209999895 34.411500000284),1241,-119.85621,34.4115,CA00171,2020CA00171,Isla Vista,CA,"Isla Vista, CA",2020,202012,,0,,0,0,,1,1,Lime,E-scooters only,34.4115,-119.85621,06083,,,,,,Sep-18 (Lime),,,,0,0,,,,0,,,1,Lime,
POINT (-85.076609999839 33.57999999989),186,-85.07661,33.58,GA0067,2017GA0067,Carrollton,GA,"Carrollton, GA",2017,201712,91,4,Carrollton,0,0,,0,0,,Docked only,33.58,-85.07661,13045,,,,Feb-17 (Carrollton),Jun-20 (Carrollton),,,,,10,10,0.16307893,Carrollton,,0,,,0,,
POINT (-104.984859999972 39.739199999776),172,-104.98486,39.7392,CO0042,2017CO0042,Denver,CO,"Denver, CO",2017,201712,7,4,Denver B-cycle,0,0,,0,0,,Docked only,39.7392,-104.98486,08031,,,,Apr-10 (Denver B-cycle),Jun-20 (Denver B-cycle),,,,,87,87,1.41878669,Denver B-cycle,,0,,,0,,
POINT (-106.650943999983 35.08819),962,-106.650944,35.08819,NM00153,2019NM00153,Albuquerque,NM,"Albuquerque, NM",2019,201912,,0,,1,1,Pace,1,1,Spin,Dockless and e-scooters,35.08819,-106.650944,35001,,,Spin scooters operated by Zagster (Spin),,,May-19 (Spin),Jun-20 (Spin),Apr-18 (Pace),Jun-20 (Pace),0,0,,,,1,Pace,,1,Spin,
POINT (-83.114070000391 40.099199999688),1605,-83.11407,40.0992,OH00168,2023OH00168,Dublin,OH,"Dublin, OH",2023,202312,,0,,0,0,,1,1,Bird,E-scooters only,40.0992,-83.11407,39049,,,1-year pilot (Bird),,,May-22 (Bird),May-23 (Bird),,,0,0,,,,0,,,0,,
POINT (-67.139112000426 18.201110000165),1261,-67.139112,18.20111,PR00256,2020PR00256,Mayaguez,PR,"Mayaguez, PR",2020,202012,,0,,0,0,,1,1,Skootel,E-scooters only,18.20111,-67.139112,72097,,,,,,Aug-19 (Skootel),,,,0,0,,,,0,,,1,Skootel,
POINT (-78.878390000061 42.886700000141),123,-78.87839,42.8867,NY00157,2016NY00157,Buffalo,NY,"Buffalo, NY",2016,201612,76,4,Reddy Bikes,0,0,,0,0,,Docked only,42.8867,-78.87839,36029,,,,Jul-16 (Reddy Bikes),,,,,,67,67,1.37238837,Reddy Bikes,,0,,,0,,
POINT (-81.379000000307 28.542100000142),744,-81.379,28.5421,FL0061,2019FL0061,Orlando,FL,"Orlando, FL",2019,201912,32,4,Juice,2,2,"HOPR, LimeBike",0,0,,All bikes,28.5421,-81.379,12095,Dock count is from previous year,,,Jan-15 (Juice),Mar-19 (Juice),,,"Apr-19 (HOPR), Feb-19 (LimeBike)","Jan-22 (HOPR), Jan-20 (LimeBike)",37,0,0.54268114,,,2,"HOPR, LimeBike",,0,,
POINT (-118.396299999931 34.069000000315),270,-118.3963,34.069,CA0012,2018CA0012,Beverly Hills,CA,"Beverly Hills, CA",2018,201812,81,4,Beverly Hills Bikeshare,0,0,,0,0,,Docked only,34.069,-118.3963,06037,,,,May-16 (Beverly Hills Bikeshare),Jul-21 (Beverly Hills Bikeshare),,,,,11,11,0.15620562,Beverly Hills Bikeshare,,0,,,0,,
POINT (-97.742999999938 30.271099999744),464,-97.743,30.2711,TX00194,2019TX00194,Austin,TX,"Austin, TX",2019,201912,"53, 124",4,"Austin B-cycle, Domain",1,1,Jump (acquired by Lime 05/2020),5,4,"Bird, Jump, Lime, Spin, Lyft",All micro,30.2711,-97.743,48453,,,,"Dec-13 (Austin B-cycle), Jan-19 (Domain)",Dec-19 (Domain),"Apr-18 (Bird), Oct-18 (Jump), Apr-18 (Lime), Dec-18 (Spin), Apr-18 (Lyft)","Apr-20 (Jump), Jan-21 (Spin), Apr-20 (Lyft)",Jul-18 (Jump (acquired by Lime 05/2020)),,89,89,1.30536814,"Austin B-cycle, Domain",,1,Jump (acquired by Lime 05/2020),,5,"Bird, Jump, Lime, Spin, Lyft",
POINT (-81.772429999743 24.562499999596),179,-81.77243,24.5625,FL0053,2017FL0053,Key West,FL,"Key West, FL",2017,201712,61,3,Instabike,0,0,,0,0,,Docked only,24.5625,-81.77243,12087,,,,Dec-15 (Instabike),Jan-17 (Instabike),,,,,3,0,0.04892368,,,0,,,0,,
POINT (-67.139112000426 18.201110000165),1220,-67.139112,18.20111,PR00256,2019PR00256,Mayaguez,PR,"Mayaguez, PR",2019,201912,,0,,0,0,,1,1,Skootel,E-scooters only,18.20111,-67.139112,72097,,,,,,Aug-19 (Skootel),,,,0,0,,,,0,,,1,Skootel,
POINT (-112.450620000109 42.861999999684),1570,-112.45062,42.862,ID0077,2023ID0077,Pocatello,ID,"Pocatello, ID",2023,202312,,0,,0,0,,1,1,Bird,E-scooters only,42.862,-112.45062,16005,,,,,,Apr-23 (Bird),,,,0,0,,,,0,,,1,Bird,
POINT (-95.978289999918 36.749399999666),1607,-95.97829,36.7494,OK00214,2023OK00214,Bartlesville,OK,"Bartlesville, OK",2023,202312,,0,,0,0,,2,2,"Lime, Bird",E-scooters only,36.7494,-95.97829,40147,,,Renewed for 1-year on Feb-2023 (Lime),,,"Dec-20 (Lime), Feb-21 (Bird)","Feb-23 (Lime), Feb-23 (Bird)",,,0,0,,,,0,,,0,,
POINT (-88.012569999934 44.512599999734),1120,-88.01257,44.5126,WI00231,2022WI00231,Green Bay,WI,"Green Bay, WI",2022,202212,,0,,1,1,Bird,1,1,Bird,Dockless and e-scooters,44.5126,-88.01257,55009,,,,,,Jul-21 (Bird),,May-22 (Bird),,0,0,,,,1,Bird,,1,Bird,
POINT (-121.493931999887 38.581000000007),1081,-121.493932,38.581,CA0024,2022CA0024,Sacramento,CA,"Sacramento, CA",2022,202212,,0,,1,1,Jump (acquired by Lime 05/2020),4,4,"Bird, Helbiz, Lime, Spin",Dockless and e-scooters,38.581,-121.493932,06067,,,1-year permit began Oct-2021 (Helbiz),,,"Feb-20 (Bird), Oct-21 (Helbiz), Jul-19 (Lime), Feb-20 (Spin)","Jan-22 (Helbiz), Jan-22 (Spin)",May-18 (Jump (acquired by Lime 05/2020)),,0,0,,,,1,Jump (acquired by Lime 05/2020),,2,"Bird, Lime",
POINT (-91.082609999799 30.400700000134),635,-91.08261,30.4007,LA00252,2022LA00252,Baton Rouge,LA,"Baton Rouge, LA",2022,202212,151,4,Gotcha,0,0,,0,0,,Docked only,30.4007,-91.08261,22033,,,,Jul-19 (Gotcha),Jul-22 (Gotcha),,,,,50,50,0.58948361,Gotcha,,0,,,0,,
POINT (-121.890580000029 37.336099999723),1298,-121.89058,37.3361,CA0027,2021CA0027,San Jose,CA,"San Jose, CA",2021,202112,,0,,0,0,,4,4,"Bird, Lime, LINK, Spin",E-scooters only,37.3361,-121.89058,06085,,,,,,"Apr-18 (Bird), Apr-18 (Lime), Mar-21 (LINK), Apr-18 (Spin)","Jan-22 (LINK), Jan-22 (Spin)",,,0,0,,,,0,,,4,"Bird, Lime, LINK, Spin",
POINT (-118.19159999962 33.769000000122),549,-118.1916,33.769,CA0018,2021CA0018,Long Beach,CA,"Long Beach, CA",2021,202112,72,4,"Long Beach, CA Bikeshare",0,0,,5,4,"Bird, Gruv, Lime, Razor, Veo",Docked and e-scooters,33.769,-118.1916,06037,,,,"Mar-16 (Long Beach, CA Bikeshare)",,"Aug-18 (Bird), Aug-20 (Gruv), Aug-18 (Lime), Aug-18 (Razor), Aug-21 (Veo)","Jul-21 (Gruv), Jan-22 (Razor)",,,86,86,1.1540526,"Long Beach, CA Bikeshare",,0,,,5,"Bird, Gruv, Lime, Razor, Veo",
POINT (-118.396459999765 34.021099999856),1200,-118.39646,34.0211,CA0015,2019CA0015,Culver City,CA,"Culver City, CA",2019,201912,,0,,0,0,,2,2,"Bird, Lime",E-scooters only,34.0211,-118.39646,06037,,,,,,"Jul-18 (Bird), Jul-18 (Lime)","Mar-20 (Bird), Mar-20 (Lime)",,,0,0,,,,0,,,2,"Bird, Lime",
POINT (-111.926009999795 33.494200000322),1293,-111.92601,33.4942,AZ007,2021AZ007,Scottsdale,AZ,"Scottsdale, AZ",2021,202112,,0,,0,0,,2,2,"Bird, Spin",E-scooters only,33.4942,-111.92601,04013,,,,,,"May-18 (Bird), Feb-19 (Spin)",,,,0,0,,,,0,,,2,"Bird, Spin",
POINT (-117.162769999736 32.716999999708),163,-117.16277,32.717,CA0025,2017CA0025,San Diego,CA,"San Diego, CA",2017,201712,59,4,DiscoverBike (was DecoBike in 2016 and 2017),0,0,,0,0,,Docked only,32.717,-117.16277,06073,,,,Jan-15 (DiscoverBike (was DecoBike in 2016 and 2017)),Apr-19 (DiscoverBike (was DecoBike in 2016 and 2017)),,,,,100,100,1.6307893,DiscoverBike (was DecoBike in 2016 and 2017),,0,,,0,,
POINT (-82.95546999985 42.467999999863),1579,-82.95547,42.468,MI001281,2023MI001281,Eastpointe,MI,"Eastpointe, MI",2023,202312,,0,,0,0,,1,1,Bird,E-scooters only,42.468,-82.95547,26099,,,,,,Apr-22 (Bird),,,,0,0,,,,0,,,1,Bird,
POINT (-119.702659999997 34.422100000369),554,-119.70266,34.4221,CA0030,2021CA0030,Santa Barbara,CA,"Santa Barbara, CA",2021,202112,142,4,Santa Barbara Bcycle,0,0,,0,0,,Docked only,34.4221,-119.70266,06083,,,,Jan-21 (Santa Barbara Bcycle),,,,,,40,40,0.53676865,Santa Barbara Bcycle,,0,,,0,,
POINT (-91.670399999859 41.975799999739),1140,-91.6704,41.9758,IA00234,2023IA00234,Cedar Rapids,IA,"Cedar Rapids, IA",2023,202312,,0,,1,1,Veoride,1,1,Veoride,Dockless and e-scooters,41.9758,-91.6704,19113,,,,,,Sep-19 (Veoride),,Sep-19 (Veoride),,0,0,,,,1,Veoride,,1,Veoride,
POINT (-70.982820000264 42.374999999756),944,-70.98282,42.375,MA00114,2019MA00114,Winthrop,MA,"Winthrop, MA",2019,201912,,0,,1,1,LimeBike,0,0,,Dockless only,42.375,-70.98282,25025,,,,,,,,Jun-18 (LimeBike),Jan-20 (LimeBike),0,0,,,,1,LimeBike,,0,,
POINT (-77.112999999625 39.046099999966),1100,-77.113,39.0461,MD00125,2022MD00125,North Bethesda,MD,"North Bethesda, MD",2022,202212,,0,,1,1,Lime,4,4,"Bird, Lime, Lyft, Spin",Dockless and e-scooters,39.0461,-77.113,24031,,,,,,"Jun-19 (Bird), Jun-19 (Lime), Jun-19 (Lyft), Jul-20 (Spin)",Jan-22 (Lyft),Jun-19 (Lime),,0,0,,,,1,Lime,,3,"Bird, Lime, Spin",
POINT (-87.624420000396 41.875500000056),196,-87.62442,41.8755,IL0079,2017IL0079,Chicago,IL,"Chicago, IL",2017,201712,60,4,Divvy,0,0,,0,0,,Docked only,41.8755,-87.62442,17031,Acquired by Lyft 07/2018 (Divvy),,,Jun-13 (Divvy),,,,,,574,574,9.36073059,Divvy,,0,,,0,,
POINT (-77.192919999588 39.139900000321),1101,-77.19292,39.1399,MD00126,2022MD00126,Gaithersburg,MD,"Gaithersburg, MD",2022,202212,,0,,1,1,Lime,4,4,"Bird, Lime, Lyft, Spin",Dockless and e-scooters,39.1399,-77.19292,24031,,,,,,"Jul-20 (Bird), Jul-20 (Lime), Jul-20 (Lyft), Jul-20 (Spin)","Jan-22 (Lyft), Jan-22 (Spin)",Jul-20 (Lime),,0,0,,,,1,Lime,,2,"Bird, Lime",
POINT (-77.15167999959 39.08170000028),1020,-77.15168,39.0817,MD00127,2020MD00127,Rockville,MD,"Rockville, MD",2020,202012,,0,,1,1,Lime,1,1,Lime,Dockless and e-scooters,39.0817,-77.15168,24031,,,,,,Jun-19 (Lime),,Jun-19 (Lime),,0,0,,,,1,Lime,,1,Lime,
POINT (-85.759399999671 38.254199999887),204,-85.7594,38.2542,KY0093,2017KY0093,Louisville,KY,"Louisville, KY",2017,201712,102,4,Lou Velo,0,0,,0,0,,Docked only,38.2542,-85.7594,21111,,,,May-17 (Lou Velo),,,,,,27,27,0.44031311,Lou Velo,,0,,,0,,
POINT (-111.940000000009 33.42549999998),1239,-111.94,33.4255,AZ008,2020AZ008,Tempe,AZ,"Tempe, AZ",2020,202012,,0,,0,0,,2,2,"Bird, Spin",E-scooters only,33.4255,-111.94,04013,,,,,,"May-18 (Bird), Jan-20 (Spin)",,,,0,0,,,,0,,,2,"Bird, Spin",
POINT (-85.138600000429 41.078999999869),1094,-85.1386,41.079,IN00233,2022IN00233,Fort Wayne,IN,"Fort Wayne, IN",2022,202212,,0,,1,1,Veoride,1,1,Veoride,Dockless and e-scooters,41.079,-85.1386,18003,,,,,,Sep-19 (Veoride),,Sep-19 (Veoride),,0,0,,,,1,Veoride,,1,Veoride,
POINT (-85.831630000389 33.659400000227),900,-85.83163,33.6594,AL00246,2019AL00246,Anniston,AL,"Anniston, AL",2019,201912,,0,,1,1,Veoride (multi-city: Anniston; Jacksonville; Oxford AL),0,0,,Dockless only,33.6594,-85.83163,01015,,,,,,,,Jan-19 (Veoride (multi-city: Anniston; Jacksonville; Oxford AL)),Nov-19 (Veoride (multi-city: Anniston; Jacksonville; Oxford AL)),0,0,,,,1,Veoride (multi-city: Anniston; Jacksonville; Oxford AL),,0,,
POINT (-81.949799999905 28.039400000162),180,-81.9498,28.0394,FL0054,2017FL0054,Lakeland,FL,"Lakeland, FL",2017,201712,69,4,Swan City Cycle,0,0,,0,0,,Docked only,28.0394,-81.9498,12105,,,,Dec-15 (Swan City Cycle),Jan-17 (Swan City Cycle),,,,,7,0,0.11415525,,,0,,,0,,
POINT (-77.434200000139 37.538499999851),542,-77.4342,37.5385,VA00220,2020VA00220,Richmond,VA,"Richmond, VA",2020,202012,136,4,RVA Bike Share,0,0,,2,2,"Bird, Bolt",Docked and e-scooters,37.5385,-77.4342,51760,,,,Aug-17 (RVA Bike Share),May-23 (RVA Bike Share),"Oct-19 (Bird), Jun-19 (Bolt)",Sep-21 (Bolt),,,16,16,0.25153278,RVA Bike Share,,0,,,2,"Bird, Bolt",
POINT (-81.772429999743 24.562499999596),88,-81.77243,24.5625,FL0053,2016FL0053,Key West,FL,"Key West, FL",2016,201612,61,2,Instabike,0,0,,0,0,,Docked only,24.5625,-81.77243,12087,,,,Dec-15 (Instabike),Jan-17 (Instabike),,,,,1,1,0.02048341,Instabike,,0,,,0,,
POINT (-104.984859999972 39.739199999776),1087,-104.98486,39.7392,CO0042,2022CO0042,Denver,CO,"Denver, CO",2022,202212,,0,,3,3,"Jump (acquired by Lime 05/2020), Lime, Lyft",2,2,"Lime, Lyft",Dockless and e-scooters,39.7392,-104.98486,08031,,,,,,"Aug-18 (Lime), Sep-18 (Lyft)",,"Sep-18 (Jump (acquired by Lime 05/2020)), Nov-18 (Lime), May-21 (Lyft)",,0,0,,,,3,"Jump (acquired by Lime 05/2020), Lime, Lyft",,2,"Lime, Lyft",
POINT (-71.412829999941 41.82389999996),968,-71.41283,41.8239,RI00183,2019RI00183,Providence,RI,"Providence, RI",2019,201912,,0,,1,1,Jump,2,2,"Bird, Lime",Dockless and e-scooters,41.8239,-71.41283,44007,,,,,,"Oct-18 (Bird), Oct-18 (Lime)","Sep-19 (Bird), Sep-19 (Lime)",Sep-18 (Jump),Aug-19 (Jump),0,0,,,,1,Jump,,2,"Bird, Lime",
POINT (-97.133050000022 33.214999999658),1029,-97.13305,33.215,TX00243,2020TX00243,Denton,TX,"Denton, TX",2020,202012,,0,,1,1,Veoride,0,0,,Dockless only,33.215,-97.13305,48121,,,,,,,,Aug-18 (Veoride),Sep-20 (Veoride),0,0,,,,1,Veoride,,0,,
